gvkey,curcd,fyear,datadate,at,emp,revt,conm,naics,sic
269809,EUR,2020,2020-12-31,181037.0000,23.5270,39473.0000,TALANX AG,5241,6300
269809,EUR,2021,2021-12-31,197524.0000,23.9540,43726.0000,TALANX AG,5241,6300
269809,EUR,2022,2022-12-31,193133.0000,23.6690,49678.0000,TALANX AG,5241,6300
269809,EUR,2023,2023-12-31,169347.0000,27.8630,44980.0000,TALANX AG,5241,6300
270615,CNY,2015,2015-12-31,306818.0000,30.6410,98137.0000,TENCENT HOLDINGS LTD,519130,7370
270615,CNY,2016,2016-12-31,395899.0000,38.7750,134780.0000,TENCENT HOLDINGS LTD,519130,7370
270615,CNY,2017,2017-12-31,554672.0000,44.7960,194422.0000,TENCENT HOLDINGS LTD,519130,7370
270615,CNY,2018,2018-12-31,723521.0000,54.3090,234725.0000,TENCENT HOLDINGS LTD,519130,7370
270615,CNY,2019,2019-12-31,953986.0000,62.8850,369723.0000,TENCENT HOLDINGS LTD,519130,7370
270615,CNY,2020,2020-12-31,1333425.0000,85.8580,474569.0000,TENCENT HOLDINGS LTD,519130,7370
270615,CNY,2021,2021-12-31,1612364.0000,112.7710,552433.0000,TENCENT HOLDINGS LTD,519130,7370
270615,CNY,2022,2022-12-31,1578131.0000,108.4360,547358.0000,TENCENT HOLDINGS LTD,519130,7370
270615,CNY,2023,2023-12-31,1577246.0000,105.4170,609015.0000,TENCENT HOLDINGS LTD,519130,7370
270683,CNY,2015,2015-12-31,53275.9100,31.5920,34972.0060,SHANDONG IRON & STEEL CO LTD,331110,3312
270683,CNY,2016,2016-12-31,54415.4970,31.3070,45337.1300,SHANDONG IRON & STEEL CO LTD,331110,3312
270683,CNY,2017,2017-12-31,57004.1270,,41382.5790,SHANDONG IRON & STEEL CO LTD,331110,3312
270683,CNY,2018,2018-12-31,71906.1900,18.8810,47492.7610,SHANDONG IRON & STEEL CO LTD,331110,3312
270683,CNY,2019,2019-12-31,69533.9600,19.1030,60901.5610,SHANDONG IRON & STEEL CO LTD,331110,3312
270683,CNY,2020,2020-12-31,68486.9720,21.3980,75983.4150,SHANDONG IRON & STEEL CO LTD,331110,3312
270683,CNY,2021,2021-12-31,72545.7860,21.9490,97114.6660,SHANDONG IRON & STEEL CO LTD,331110,3312
270683,CNY,2022,2022-12-31,69011.4840,16.9670,91095.1920,SHANDONG IRON & STEEL CO LTD,331110,3312
270683,CNY,2023,2023-12-31,66751.4160,16.5350,77453.3270,SHANDONG IRON & STEEL CO LTD,331110,3312
270738,CNY,2015,2015-12-31,88075.6720,24.9510,133894.0340,SUNING.COM CO LTD,4431,5700
270738,CNY,2016,2016-12-31,137167.2410,23.1020,146452.6560,SUNING.COM CO LTD,4431,5700
270738,CNY,2017,2017-12-31,157276.6880,,185015.7130,SUNING.COM CO LTD,4431,5700
270738,CNY,2018,2018-12-31,199467.2020,39.0310,241107.8140,SUNING.COM CO LTD,4431,5700
270738,CNY,2019,2019-12-31,236855.0450,42.1960,256080.8610,SUNING.COM CO LTD,4431,5700
270738,CNY,2020,2020-12-31,212075.2000,45.5980,245578.4230,SUNING.COM CO LTD,4431,5700
270738,CNY,2021,2021-12-31,170738.0860,46.0360,132086.4890,SUNING.COM CO LTD,4431,5700
270738,CNY,2022,2022-12-31,139922.4030,35.5830,65511.0960,SUNING.COM CO LTD,4431,5700
270738,CNY,2023,2023-12-31,121748.2830,22.1980,57493.5600,SUNING.COM CO LTD,4431,5700
271039,CNY,2015,2015-12-31,44167.4900,,86634.2990,TONGLING NONFERROUS METAL,3314,3330
271039,CNY,2016,2016-12-31,44593.8840,16.0540,86391.2340,TONGLING NONFERROUS METAL,3314,3330
271039,CNY,2017,2017-12-31,47793.5570,15.8820,82028.7040,TONGLING NONFERROUS METAL,3314,3330
271039,CNY,2018,2018-12-31,46986.1760,15.7950,83346.6020,TONGLING NONFERROUS METAL,3314,3330
271039,CNY,2019,2019-12-31,47970.0710,15.2920,92199.7750,TONGLING NONFERROUS METAL,3314,3330
271039,CNY,2020,2020-12-31,52183.1910,14.4410,98284.6450,TONGLING NONFERROUS METAL,3314,3330
271039,CNY,2021,2021-12-31,50840.4230,11.8320,130139.0720,TONGLING NONFERROUS METAL,3314,3330
271039,CNY,2022,2022-12-31,61435.7210,12.9600,121245.9140,TONGLING NONFERROUS METAL,3314,3330
271039,CNY,2023,2023-12-31,78245.1250,12.1590,136423.7230,TONGLING NONFERROUS METAL,3314,3330
271755,CNY,2015,2015-12-31,5669.7390,4.2220,3118.7610,GUANGXI RURAL INVESTMENT SUG,31131,2060
271755,CNY,2016,2016-12-31,6699.0320,4.8850,3524.6390,GUANGXI RURAL INVESTMENT SUG,31131,2060
271755,CNY,2017,2017-12-31,7375.3770,4.7810,2864.1310,GUANGXI RURAL INVESTMENT SUG,31131,2060
271755,CNY,2018,2018-12-31,5816.2160,4.5340,3504.2110,GUANGXI RURAL INVESTMENT SUG,31131,2060
271755,CNY,2019,2019-12-31,5341.9620,4.0300,3627.3170,GUANGXI RURAL INVESTMENT SUG,31131,2060
271755,CNY,2020,2020-12-31,5824.7800,3.9410,3530.6010,GUANGXI RURAL INVESTMENT SUG,31131,2060
271755,CNY,2021,2021-12-31,7336.4080,3.7190,3201.5550,GUANGXI RURAL INVESTMENT SUG,31131,2060
271755,CNY,2022,2022-12-31,5206.7110,3.0430,2816.7250,GUANGXI RURAL INVESTMENT SUG,31131,2060
271755,CNY,2023,2023-12-31,4691.1550,2.7240,3348.7180,GUANGXI RURAL INVESTMENT SUG,31131,2060
272126,CNY,2015,2015-12-31,5027.6600,,3809.5550,SHAANXI YANCHANG PETROLEUM,237,1600
272126,CNY,2016,2016-12-31,5428.1100,3.6130,3615.6930,SHAANXI YANCHANG PETROLEUM,237,1600
272126,CNY,2017,2017-12-31,5545.3200,3.5700,3876.2370,SHAANXI YANCHANG PETROLEUM,237,1600
272126,CNY,2018,2018-12-31,8293.3690,4.5910,7560.2100,SHAANXI YANCHANG PETROLEUM,237,1600
272126,CNY,2019,2019-12-31,8410.7370,4.6840,8058.5170,SHAANXI YANCHANG PETROLEUM,237,1600
272242,CNY,2015,2015-12-31,28814.5390,4.1690,63862.5940,SINOMACH AUTO MOBILE CO LTD,333120,3531
272242,CNY,2016,2016-12-31,22145.0920,,50279.1040,SINOMACH AUTO MOBILE CO LTD,333120,3531
272242,CNY,2017,2017-12-31,25909.9450,4.0180,49899.7880,SINOMACH AUTO MOBILE CO LTD,333120,3531
272242,CNY,2018,2018-12-31,24866.6770,3.8920,43899.6370,SINOMACH AUTO MOBILE CO LTD,333120,3531
272242,CNY,2019,2019-12-31,37893.1440,9.4200,51860.5780,SINOMACH AUTO MOBILE CO LTD,333120,3531
272242,CNY,2020,2020-12-31,32197.6060,7.8150,43895.9460,SINOMACH AUTO MOBILE CO LTD,333120,3531
272242,CNY,2021,2021-12-31,30092.6560,7.1990,43647.7930,SINOMACH AUTO MOBILE CO LTD,333120,3531
272242,CNY,2022,2022-12-31,32509.9230,7.1160,39331.1000,SINOMACH AUTO MOBILE CO LTD,333120,3531
272242,CNY,2023,2023-12-31,34482.9830,6.8480,43148.3310,SINOMACH AUTO MOBILE CO LTD,333120,3531
272278,CNY,2015,2015-12-31,70173.2970,1.3480,24939.1330,YANGO GROUP CO LTD,237210,6552
272278,CNY,2016,2016-12-31,120430.5220,1.8660,23626.5990,YANGO GROUP CO LTD,237210,6552
272278,CNY,2017,2017-12-31,213250.0700,,40146.5640,YANGO GROUP CO LTD,237210,6552
272278,CNY,2018,2018-12-31,263396.6260,,64949.4520,YANGO GROUP CO LTD,237210,6552
272278,CNY,2019,2019-12-31,307551.8840,9.6760,62248.8090,YANGO GROUP CO LTD,237210,6552
272278,CNY,2020,2020-12-31,352301.8530,,85102.3940,YANGO GROUP CO LTD,237210,6552
272278,CNY,2021,2021-12-31,358270.7700,9.8480,46198.8930,YANGO GROUP CO LTD,237210,6552
272278,CNY,2022,2022-12-31,299692.7010,3.3400,40271.5230,YANGO GROUP CO LTD,237210,6552
272278,CNY,2023,2023-12-31,242714.2940,2.5980,46783.7640,YANGO GROUP CO LTD,237210,6552
272365,SGD,2015,2015-06-30,16425.0570,,18310.6810,OLAM INTERNATIONAL LTD,4244,5140
272365,SGD,2015,2015-12-31,20792.3540,,28230.5860,OLAM INTERNATIONAL LTD,4244,5140
272365,SGD,2016,2016-12-31,23468.8840,35.0450,20587.0320,OLAM INTERNATIONAL LTD,4244,5140
272365,SGD,2017,2017-12-31,22298.5470,35.0000,26272.5290,OLAM INTERNATIONAL LTD,4244,5140
272365,SGD,2018,2018-12-31,23446.8170,38.0000,30479.0560,OLAM INTERNATIONAL LTD,4244,5140
272365,SGD,2019,2019-12-31,25670.3610,41.1720,32992.7220,OLAM INTERNATIONAL LTD,4244,5140
272365,SGD,2020,2020-12-31,26702.6420,39.1920,35820.0430,OLAM INTERNATIONAL LTD,4244,5140
272365,SGD,2021,2021-12-31,32060.7120,43.1000,47001.9510,OLAM INTERNATIONAL LTD,4244,5140
272365,SGD,2022,2022-12-31,31953.8010,30.0000,54900.9770,OLAM INTERNATIONAL LTD,4244,5140
272365,SGD,2023,2023-12-31,33348.6410,39.0000,48271.9910,OLAM INTERNATIONAL LTD,4244,5140
272488,CNY,2015,2015-12-31,72969.2850,18.2180,181907.5310,WUCHAN ZHONGDA GROUP CO LTD,42,5000
272488,CNY,2016,2016-12-31,76571.1770,18.1500,205874.1970,WUCHAN ZHONGDA GROUP CO LTD,42,5000
272488,CNY,2017,2017-12-31,85943.8070,19.0710,275424.2810,WUCHAN ZHONGDA GROUP CO LTD,42,5000
272488,CNY,2018,2018-12-31,86052.7950,20.1420,298970.4310,WUCHAN ZHONGDA GROUP CO LTD,42,5000
272488,CNY,2019,2019-12-31,93332.0370,20.3220,355793.1360,WUCHAN ZHONGDA GROUP CO LTD,42,5000
272488,CNY,2020,2020-12-31,106652.6030,18.5490,399736.6860,WUCHAN ZHONGDA GROUP CO LTD,42,5000
272488,CNY,2021,2021-12-31,129449.6860,21.0120,557750.8730,WUCHAN ZHONGDA GROUP CO LTD,42,5000
272488,CNY,2022,2022-12-31,145050.8810,24.2470,571861.2350,WUCHAN ZHONGDA GROUP CO LTD,42,5000
272488,CNY,2023,2023-12-31,166134.8140,26.3540,574346.0480,WUCHAN ZHONGDA GROUP CO LTD,42,5000
272591,JPY,2014,2015-03-31,14864.0000,0.8620,10791.0000,CEDAR CO LTD,623,8050
272591,JPY,2015,2016-03-31,16285.0000,0.9210,11731.0000,CEDAR CO LTD,623,8050
272591,JPY,2016,2017-03-31,18043.0000,1.0200,12733.0000,CEDAR CO LTD,623,8050
272591,JPY,2017,2018-03-31,18053.0000,1.0570,13861.0000,CEDAR CO LTD,623,8050
272591,JPY,2018,2019-03-31,18316.0000,1.1600,14258.0000,CEDAR CO LTD,623,8050
272591,JPY,2019,2020-03-31,18181.0000,1.2450,15132.0000,CEDAR CO LTD,623,8050
272591,JPY,2020,2021-03-31,19559.0000,1.2990,15613.0000,CEDAR CO LTD,623,8050
272591,JPY,2021,2022-03-31,20465.0000,1.3430,15749.0000,CEDAR CO LTD,623,8050
272591,JPY,2022,2023-03-31,20252.0000,1.3260,16442.0000,CEDAR CO LTD,623,8050
272591,JPY,2023,2024-03-31,20330.0000,1.3320,17304.0000,CEDAR CO LTD,623,8050
273240,CNY,2015,2015-12-31,148193.1490,28.0630,57300.3890,COSCO SHIPPING HLDGS CO LTD,483,4400
273240,CNY,2016,2016-12-31,119652.7330,20.7900,71091.8290,COSCO SHIPPING HLDGS CO LTD,483,4400
273240,CNY,2017,2017-12-31,133190.0050,21.6090,90429.5730,COSCO SHIPPING HLDGS CO LTD,483,4400
273240,CNY,2018,2018-12-31,228143.8050,26.8520,119836.5640,COSCO SHIPPING HLDGS CO LTD,483,4400
273240,CNY,2019,2019-12-31,262224.0300,27.1790,149523.1780,COSCO SHIPPING HLDGS CO LTD,483,4400
273240,CNY,2020,2020-12-31,271926.0740,29.3790,171042.0310,COSCO SHIPPING HLDGS CO LTD,483,4400
273240,CNY,2021,2021-12-31,413668.0810,30.9800,333479.1090,COSCO SHIPPING HLDGS CO LTD,483,4400
273240,CNY,2022,2022-12-31,511779.7140,31.5100,390806.1050,COSCO SHIPPING HLDGS CO LTD,483,4400
273240,CNY,2023,2023-12-31,462429.3810,31.6540,175100.6320,COSCO SHIPPING HLDGS CO LTD,483,4400
273961,JPY,2014,2015-02-28,5234705.0000,54.6650,6038948.0000,SEVEN & I HOLDINGS CO LTD,4451,5400
273961,JPY,2015,2016-02-29,5441691.0000,53.9930,6045704.0000,SEVEN & I HOLDINGS CO LTD,4451,5400
273961,JPY,2016,2017-02-28,5508888.0000,54.4480,5835689.0000,SEVEN & I HOLDINGS CO LTD,4451,5400
273961,JPY,2017,2018-02-28,5494950.0000,56.6060,6037815.0000,SEVEN & I HOLDINGS CO LTD,4451,5400
273961,JPY,2018,2019-02-28,5795302.0000,58.1650,6791215.0000,SEVEN & I HOLDINGS CO LTD,4451,5400
273961,JPY,2019,2020-02-29,5996887.0000,57.2700,6644359.0000,SEVEN & I HOLDINGS CO LTD,4451,5400
273961,JPY,2020,2021-02-28,6946832.0000,58.9750,5766718.0000,SEVEN & I HOLDINGS CO LTD,4451,5400
273961,JPY,2021,2022-02-28,8739279.0000,83.6350,8749752.0000,SEVEN & I HOLDINGS CO LTD,4451,5400
273961,JPY,2022,2023-02-28,10550956.0000,84.1540,11811303.0000,SEVEN & I HOLDINGS CO LTD,4451,5400
273961,JPY,2023,2024-02-29,10592117.0000,77.9020,11471753.0000,SEVEN & I HOLDINGS CO LTD,4451,5400
274720,CNY,2015,2015-12-31,160786.0000,129.8850,126566.0000,DONGFENG MOTOR GROUP CO,336111,3711
274720,CNY,2016,2016-12-31,184959.0000,149.0920,122422.0000,DONGFENG MOTOR GROUP CO,336111,3711
274720,CNY,2017,2017-12-31,212492.0000,146.8430,125016.0000,DONGFENG MOTOR GROUP CO,336111,3711
274720,CNY,2018,2018-12-31,226517.0000,139.6020,104543.0000,DONGFENG MOTOR GROUP CO,336111,3711
274720,CNY,2019,2019-12-31,272000.0000,136.5490,101087.0000,DONGFENG MOTOR GROUP CO,336111,3711
274720,CNY,2020,2020-12-31,316521.0000,124.2700,107964.0000,DONGFENG MOTOR GROUP CO,336111,3711
274720,CNY,2021,2021-12-31,319767.0000,122.0610,113008.0000,DONGFENG MOTOR GROUP CO,336111,3711
274720,CNY,2022,2022-12-31,330036.0000,119.4200,92663.0000,DONGFENG MOTOR GROUP CO,336111,3711
274720,CNY,2023,2023-12-31,330678.0000,112.7060,99315.0000,DONGFENG MOTOR GROUP CO,336111,3711
275108,BRL,2015,2015-12-31,121752.9540,238.0000,162914.5260,JBS SA,311611,2011
275108,BRL,2016,2016-12-31,102815.7630,237.0610,170380.5260,JBS SA,311611,2011
275108,BRL,2017,2017-12-31,108695.9510,235.0000,163169.9810,JBS SA,311611,2011
275108,BRL,2018,2018-12-31,114145.8310,230.0000,181680.2440,JBS SA,311611,2011
275108,BRL,2019,2019-12-31,126339.3870,242.0000,204523.5750,JBS SA,311611,2011
275108,BRL,2020,2020-12-31,163801.8060,250.0000,270204.2120,JBS SA,311611,2011
275108,BRL,2021,2021-12-31,207109.1160,250.0000,350695.5610,JBS SA,311611,2011
275108,BRL,2022,2022-12-31,208110.6280,260.0000,374851.6000,JBS SA,311611,2011
275108,BRL,2023,2023-12-31,206132.0690,270.0000,363816.5370,JBS SA,311611,2011
275850,CNY,2015,2015-12-31,329787.9340,134.1580,100291.5870,CHINA NATIONAL BUILDING,327310,3241
275850,CNY,2016,2016-12-31,340754.1740,106.9890,101546.7830,CHINA NATIONAL BUILDING,327310,3241
275850,CNY,2017,2017-12-31,347193.7010,100.2180,127626.3220,CHINA NATIONAL BUILDING,327310,3241
275850,CNY,2018,2018-12-31,436648.1690,158.5000,218955.1890,CHINA NATIONAL BUILDING,327310,3241
275850,CNY,2019,2019-12-31,446547.9770,155.6060,253403.3750,CHINA NATIONAL BUILDING,327310,3241
275850,CNY,2020,2020-12-31,456378.2780,154.0960,254761.8130,CHINA NATIONAL BUILDING,327310,3241
275850,CNY,2021,2021-12-31,462542.1310,153.1090,273683.4030,CHINA NATIONAL BUILDING,327310,3241
275850,CNY,2022,2022-12-31,482467.3330,150.4570,230167.7360,CHINA NATIONAL BUILDING,327310,3241
275850,CNY,2023,2023-12-31,488897.9240,145.2770,210216.4340,CHINA NATIONAL BUILDING,327310,3241
278371,CNY,2015,2015-12-31,2524.0040,1.1440,2134.0870,ZHEJIANG COMMUNICATIONS TECH,237310,1600
278371,CNY,2016,2016-12-31,4695.4490,1.1660,3416.7060,ZHEJIANG COMMUNICATIONS TECH,237310,1600
278371,CNY,2017,2017-12-31,25578.5300,,20477.7270,ZHEJIANG COMMUNICATIONS TECH,237310,1600
278371,CNY,2018,2018-12-31,30170.8850,6.5970,26088.0620,ZHEJIANG COMMUNICATIONS TECH,237310,1600
278371,CNY,2019,2019-12-31,33798.0550,6.9680,28567.7870,ZHEJIANG COMMUNICATIONS TECH,237310,1600
278371,CNY,2020,2020-12-31,41408.7570,7.0340,36153.3120,ZHEJIANG COMMUNICATIONS TECH,237310,1600
278371,CNY,2021,2021-12-31,52745.1630,7.8150,45502.7010,ZHEJIANG COMMUNICATIONS TECH,237310,1600
278371,CNY,2022,2022-12-31,58379.0040,7.7280,46145.7800,ZHEJIANG COMMUNICATIONS TECH,237310,1600
278371,CNY,2023,2023-12-31,69356.1560,7.8700,45612.5590,ZHEJIANG COMMUNICATIONS TECH,237310,1600
279190,CNY,2015,2015-12-31,6550.0570,4.6950,6881.4860,JIANGSU SHAGANG CO LTD,331420,3350
279190,CNY,2016,2016-12-31,7838.8170,4.5080,7265.5010,JIANGSU SHAGANG CO LTD,331420,3350
279190,CNY,2017,2017-12-31,9655.5890,,11331.3400,JIANGSU SHAGANG CO LTD,331420,3350
279190,CNY,2018,2018-12-31,11521.4820,,12971.3200,JIANGSU SHAGANG CO LTD,331420,3350
279190,CNY,2019,2019-12-31,11513.0090,,12202.3510,JIANGSU SHAGANG CO LTD,331420,3350
279190,CNY,2020,2020-12-31,13189.2240,4.2840,13377.7560,JIANGSU SHAGANG CO LTD,331420,3350
279190,CNY,2021,2021-12-31,15394.5900,4.2290,17366.7930,JIANGSU SHAGANG CO LTD,331420,3350
279190,CNY,2022,2022-12-31,16859.0550,4.3260,16108.1590,JIANGSU SHAGANG CO LTD,331420,3350
279190,CNY,2023,2023-12-31,23461.0520,,13970.1900,JIANGSU SHAGANG CO LTD,331420,3350
279378,CNY,2015,2015-12-31,22209780.0000,466.3460,1021127.0000,INDUSTRIAL AND COMMERCIAL,522110,6020
279378,CNY,2016,2016-12-31,24137265.0000,461.7490,963332.0000,INDUSTRIAL AND COMMERCIAL,522110,6020
279378,CNY,2017,2017-12-31,26087043.0000,453.0480,1017948.0000,INDUSTRIAL AND COMMERCIAL,522110,6020
279378,CNY,2018,2018-12-31,27699540.0000,449.2960,1159401.0000,INDUSTRIAL AND COMMERCIAL,522110,6020
279378,CNY,2019,2019-12-31,30109436.0000,445.1060,1291324.0000,INDUSTRIAL AND COMMERCIAL,522110,6020
279378,CNY,2020,2020-12-31,33345058.0000,439.7870,1247135.0000,INDUSTRIAL AND COMMERCIAL,522110,6020
279378,CNY,2021,2021-12-31,35171383.0000,434.0890,1335287.0000,INDUSTRIAL AND COMMERCIAL,522110,6020
279378,CNY,2022,2022-12-31,39609657.0000,427.5870,1432557.0000,INDUSTRIAL AND COMMERCIAL,522110,6020
279378,CNY,2023,2023-12-31,44697079.0000,419.2520,1561506.0000,INDUSTRIAL AND COMMERCIAL,522110,6020
279449,JPY,2014,2015-03-31,2731001.0000,8.8290,4629732.0000,IDEMITSU KOSAN CO LTD,324110,2911
279449,JPY,2015,2016-03-31,2402118.0000,9.2030,3570202.0000,IDEMITSU KOSAN CO LTD,324110,2911
279449,JPY,2016,2017-03-31,2641633.0000,9.1390,3190347.0000,IDEMITSU KOSAN CO LTD,324110,2911
279449,JPY,2017,2018-03-31,2920265.0000,8.9550,3730690.0000,IDEMITSU KOSAN CO LTD,324110,2911
279449,JPY,2018,2019-03-31,2890307.0000,9.4760,4425144.0000,IDEMITSU KOSAN CO LTD,324110,2911
279449,JPY,2019,2020-03-31,3886938.0000,13.7660,6045850.0000,IDEMITSU KOSAN CO LTD,324110,2911
279449,JPY,2020,2021-03-31,3954443.0000,14.0440,4556620.0000,IDEMITSU KOSAN CO LTD,324110,2911
279449,JPY,2021,2022-03-31,4601183.0000,14.2090,6686761.0000,IDEMITSU KOSAN CO LTD,324110,2911
279449,JPY,2022,2023-03-31,4865370.0000,14.3630,9456281.0000,IDEMITSU KOSAN CO LTD,324110,2911
279449,JPY,2023,2024-03-31,5012295.0000,13.9910,8719201.0000,IDEMITSU KOSAN CO LTD,324110,2911
282040,CNY,2015,2015-12-31,256979.5260,52.6480,58392.6600,CHINA COAL ENERGY CO,212112,1220
282040,CNY,2016,2016-12-31,241848.7850,47.1130,59842.3950,CHINA COAL ENERGY CO,212112,1220
282040,CNY,2017,2017-12-31,248838.9460,44.3560,80134.9200,CHINA COAL ENERGY CO,212112,1220
282040,CNY,2018,2018-12-31,264658.4690,42.1940,103231.0320,CHINA COAL ENERGY CO,212112,1220
282040,CNY,2019,2019-12-31,272483.1690,42.1120,128421.4420,CHINA COAL ENERGY CO,212112,1220
282040,CNY,2020,2020-12-31,281686.3770,41.5930,140049.5780,CHINA COAL ENERGY CO,212112,1220
282040,CNY,2021,2021-12-31,321738.4970,45.4740,229964.3370,CHINA COAL ENERGY CO,212112,1220
282040,CNY,2022,2022-12-31,340109.2620,46.4500,219525.2680,CHINA COAL ENERGY CO,212112,1220
282040,CNY,2023,2023-12-31,349359.9190,47.1220,192230.9190,CHINA COAL ENERGY CO,212112,1220
282327,INR,2014,2015-03-31,160807.1250,0.3580,504628.9410,RAJESH EXPORTS LTD,339910,3911
282327,INR,2015,2016-03-31,209412.7270,0.3280,1652114.3680,RAJESH EXPORTS LTD,339910,3911
282327,INR,2016,2017-03-31,241309.2300,0.3500,2421319.8420,RAJESH EXPORTS LTD,339910,3911
282327,INR,2017,2018-03-31,235351.2860,0.3830,1876861.0440,RAJESH EXPORTS LTD,339910,3911
282327,INR,2018,2019-03-31,288414.5860,0.4090,1757631.2340,RAJESH EXPORTS LTD,339910,3911
282327,INR,2019,2020-03-31,307276.2490,0.3770,1956001.7040,RAJESH EXPORTS LTD,339910,3911
282327,INR,2020,2021-03-31,234727.8940,0.1810,2583056.4720,RAJESH EXPORTS LTD,339910,3911
282327,INR,2021,2022-03-31,239156.0550,0.1350,2431279.3660,RAJESH EXPORTS LTD,339910,3911
282327,INR,2022,2023-03-31,228746.6810,0.1410,3396895.0550,RAJESH EXPORTS LTD,339910,3911
282327,INR,2023,2024-03-31,220717.9700,,2806763.5100,RAJESH EXPORTS LTD,339910,3911
282483,CNY,2015,2015-12-31,5298880.0000,52.0160,293345.0000,INDUSTRIAL BANK CO LTD,522110,6020
282483,CNY,2016,2016-12-31,6085895.0000,56.2360,281152.0000,INDUSTRIAL BANK CO LTD,522110,6020
282483,CNY,2017,2017-12-31,6416842.0000,61.6330,296525.0000,INDUSTRIAL BANK CO LTD,522110,6020
282483,CNY,2018,2018-12-31,6711657.0000,63.0440,343870.0000,INDUSTRIAL BANK CO LTD,522110,6020
282483,CNY,2019,2019-12-31,7145681.0000,60.4550,346781.0000,INDUSTRIAL BANK CO LTD,522110,6020
282483,CNY,2020,2020-12-31,7894000.0000,59.6300,361777.0000,INDUSTRIAL BANK CO LTD,522110,6020
282483,CNY,2021,2021-12-31,8603024.0000,,389105.0000,INDUSTRIAL BANK CO LTD,522110,6020
282483,CNY,2022,2022-12-31,9266671.0000,69.8400,404075.0000,INDUSTRIAL BANK CO LTD,522110,6020
282483,CNY,2023,2023-12-31,10158326.0000,66.5690,412343.0000,INDUSTRIAL BANK CO LTD,522110,6020
284408,CNY,2015,2015-12-31,361956.3270,68.1500,119543.9450,COUNTRY GARDEN HOLDINGS CO,237210,6552
284408,CNY,2016,2016-12-31,591571.6010,94.4500,161643.9720,COUNTRY GARDEN HOLDINGS CO,237210,6552
284408,CNY,2017,2017-12-31,1049669.2580,124.8370,240540.6290,COUNTRY GARDEN HOLDINGS CO,237210,6552
284408,CNY,2018,2018-12-31,1629694.0000,200.0000,405165.0000,COUNTRY GARDEN HOLDINGS CO,237210,6552
284408,CNY,2019,2019-12-31,1907152.0000,200.0000,518081.0000,COUNTRY GARDEN HOLDINGS CO,237210,6552
284408,CNY,2020,2020-12-31,2015809.0000,200.0000,497581.0000,COUNTRY GARDEN HOLDINGS CO,237210,6552
284408,CNY,2021,2021-12-31,1948365.0000,200.0000,549436.0000,COUNTRY GARDEN HOLDINGS CO,237210,6552
284408,CNY,2022,2022-12-31,1744467.0000,300.0000,453057.0000,COUNTRY GARDEN HOLDINGS CO,237210,6552
287686,CNY,2015,2015-12-31,923843.0000,,246766.0000,CHINA PACIFIC INS (GROUP) CO,524113,6311
287686,CNY,2016,2016-12-31,1020692.0000,97.0320,265947.0000,CHINA PACIFIC INS (GROUP) CO,524113,6311
287686,CNY,2017,2017-12-31,1171224.0000,101.8870,318999.0000,CHINA PACIFIC INS (GROUP) CO,524113,6311
287686,CNY,2018,2018-12-31,1335959.0000,107.7410,353153.0000,CHINA PACIFIC INS (GROUP) CO,524113,6311
287686,CNY,2019,2019-12-31,1528333.0000,111.2470,383209.0000,CHINA PACIFIC INS (GROUP) CO,524113,6311
287686,CNY,2020,2020-12-31,1771004.0000,110.9400,419338.0000,CHINA PACIFIC INS (GROUP) CO,524113,6311
287686,CNY,2021,2021-12-31,1946164.0000,107.0000,436691.0000,CHINA PACIFIC INS (GROUP) CO,524113,6311
287686,CNY,2022,2022-12-31,2176299.0000,104.5020,448516.0000,CHINA PACIFIC INS (GROUP) CO,524113,6311
287686,CNY,2023,2023-12-31,2343962.0000,98.7320,276109.0000,CHINA PACIFIC INS (GROUP) CO,524113,6311
287744,CNY,2015,2015-12-31,9219.7270,4.3950,9226.5090,ZHEJIANG HAILIANG CO LTD,331410,3330
287744,CNY,2016,2016-12-31,12764.2940,4.6580,16343.6730,ZHEJIANG HAILIANG CO LTD,331410,3330
287744,CNY,2017,2017-12-31,15279.9660,6.3300,24884.0150,ZHEJIANG HAILIANG CO LTD,331410,3330
287744,CNY,2018,2018-12-31,19218.1640,,33227.8240,ZHEJIANG HAILIANG CO LTD,331410,3330
287744,CNY,2019,2019-12-31,24522.2630,8.3830,41152.7040,ZHEJIANG HAILIANG CO LTD,331410,3330
287744,CNY,2020,2020-12-31,26119.6040,,32373.1090,ZHEJIANG HAILIANG CO LTD,331410,3330
287744,CNY,2021,2021-12-31,32098.7260,8.5840,47982.7790,ZHEJIANG HAILIANG CO LTD,331410,3330
287744,CNY,2022,2022-12-31,33485.8000,9.2780,49317.9250,ZHEJIANG HAILIANG CO LTD,331410,3330
287744,CNY,2023,2023-12-31,40405.1000,9.9210,49070.9660,ZHEJIANG HAILIANG CO LTD,331410,3330
288153,GBP,2015,2015-12-31,64514.0000,0.7410,528.0000,PHOENIX GROUP HLDGS,524113,6311
288153,GBP,2016,2016-12-31,85999.0000,1.3010,7326.0000,PHOENIX GROUP HLDGS,524113,6311
288153,GBP,2017,2017-12-31,83443.0000,1.2490,6086.0000,PHOENIX GROUP HLDGS,524113,6311
288153,GBP,2018,2018-12-31,229980.0000,4.0880,-6834.0000,PHOENIX GROUP HLDGS,524113,6311
288153,GBP,2019,2019-12-31,242677.0000,4.4170,29113.0000,PHOENIX GROUP HLDGS,524113,6311
